Prompt,Gst launch pipeline
"Provide a gstreamer pipeline that performs decoding, preprocessing, inference, and displaying the output with FPS information",gst-launch-1.0 filesrc location=/opt/nvidia/deepstream/deepstream/samples/streams/sample_1080p_h264.mp4 ! qtdemux ! h264parse ! nvv4l2decoder ! m.sink_0 nvstreammux name=m batch-size=1 width=1920 height=1080 ! nvvideoconvert ! nvdspreprocess config-file=/opt/nvidia/deepstream/deepstream/sources/apps/sample_apps/deepstream-preprocess-test/config_preprocess.txt ! nvinfer config-file-path=/opt/nvidia/deepstream/deepstream/sources/apps/sample_apps/deepstream-preprocess-test/config_infer.txt batch-size=5 unique-id=1 input-tensor-meta=1 ! nvmultistreamtiler width=1920 height=1080 ! nvvideoconvert ! nvdsosd ! fpsdisplaysink video-sink=fakesink
"Provide me a pipeline for a V4l2 decoder → nvinfer → nvtracker → nvinfer (secondary) → nvmultistreamtiler → nvdsosd → nveglglessink
 
 For multistream usecase","gst-launch-1.0 filesrc location= streams/sample_1080p_h264.mp4 ! qtdemux ! h264parse ! nvv4l2decoder \
 ! m.sink_0 nvstreammux name=m batch-size=4 width=1920 height=1080 ! nvinfer config-file-path= configs/deepstream-app/config_infer_primary.txt \
 batch-size=4 unique-id=1 ! nvtracker ll-lib-file=/opt/nvidia/deepstream/deepstream/lib/libnvds_nvmultiobjecttracker.so \
 ! nvinfer config-file-path= configs/deepstream-app/config_infer_secondary_vehicletypes.txt batch-size=16 unique-id=2 infer-on-gie-id=1 infer-on-class-ids=0 \
 ! nvmultistreamtiler rows=2 columns=2 width=1280 height=720 ! nvvideoconvert ! nvdsosd ! nveglglessink filesrc location= streams/sample_1080p_h264.mp4 \
 ! qtdemux ! h264parse ! nvv4l2decoder ! m.sink_1 filesrc location= streams/sample_1080p_h264.mp4 ! qtdemux ! h264parse ! nvv4l2decoder \
 ! m.sink_2 filesrc location= streams/sample_1080p_h264.mp4 ! qtdemux ! h264parse ! nvv4l2decoder ! m.sink_3"
Provide a simple decode and render pipeline using DeepStream,nvurisrcbin uri=<URI> ! nveglglessink
Provide a person detection pipeline for multiple sources,nvurisrcbin uri=URI1 ! m.sink _0 nvurisrcbin uri=URI2 ! m.sink _1 nvstreammux name=m width=1920 height=1080 batch-size=2 batched-push-timeout=33000 ! nvinfer config-file-path = config_infer_peoplenet.txt ! queue ! nvmultistreamtiler ! queue ! nvvideoconvert ! queue ! nvdsosd ! nveglglessink
Provide a gstreamer pipeline for TCP sender and receiver using DeepStream hardware accelerated encoder and decoder,"Sender 
 gst-launch-1.0 videotestsrc is-live=true ! nvvideoconvert ! nvv4l2h265enc ! h265parse config-interval=1 ! rtpgstpay config-interval=1 ! rtpstreampay ! tcpserversink host=127.0.0.1 port=5000 -v
 Receiver
 gst-launch-1.0 -v tcpclientsrc host=127.0.0.1 port=5000 ! ""application/x-rtp-stream, media=(string)application, clock-rate=(int)90000, encoding-name=(string)X-GST, capsversion=(string)0, payload=(int)96"" ! rtpstreamdepay ! rtpgstdepay ! h265parse ! nvv4l2decoder ! nveglglessink sync=0"
Provide a pipeline using nvdsaudiotemplate along with nvstreammux plugin,"gst-launch-1.0 filesrc location=~/sample_720p.mp4 ! qtdemux name=demux demux.audio_0 ! queue ! aacparse ! avdec_aac ! audioconvert ! audioresample ! m.sink_0 nvstreammux name=m sync-inputs=0 ! queue ! nvdsaudiotemplate customlib-name=""/opt/nvidia/deepstream/deepstream/lib/libcustom_audioimpl.so"" customlib-props=""noise-factor:10"" ! queue ! nvstreamdemux name=d d.src_0 ! filesink location=~/muxed.aac async=0 buffer-mode=2 filesrc location=~/playback0.mp4 ! qtdemux name=demux1 demux1.audio_0 ! queue ! aacparse ! avdec_aac ! audioconvert ! audioresample ! m.sink_1"
Provide a pipeline using nvv4l2decoder on Jetson,gst-launch-1.0 filesrc location=/opt/nvidia/deepstream/deepstream/samples/streams/sample_720p.jpg ! jpegparse ! nvv4l2decoder ! nv3dsink
Provide a pipeline using nvv4l2decoder on dGPU,gst-launch-1.0 filesrc location=/opt/nvidia/deepstream/deepstream/samples/streams/sample_720p.jpg ! jpegparse ! nvv4l2decoder ! nveglglessink
Provide a pipeline using nvjpegdec on Jetson,gst-launch-1.0 filesrc location=/opt/nvidia/deepstream/deepstream/samples/streams/sample_720p.jpg ! nvjpegdec ! nv3dsink
Provide a pipeline using nvjpegdec on dGPU,gst-launch-1.0 filesrc location=/opt/nvidia/deepstream/deepstream/samples/streams/sample_720p.jpg ! nvjpegdec ! nveglglessink
"Provide a gstreamer pipeline to decode a 10-bit H265 video, re-encode it using NV4L2 H265 encoder, and store the output in an MP4 file.",gst-launch-1.0 filesrc location=sample_1080p_10bit_p010le_h265.mp4 ! qtdemux ! h265parse ! nvv4l2decoder ! nvv4l2h265enc ! h265parse ! qtmux ! filesink location=10bit_yuv420_encoded.mp4
Provide a gstreamer pipeline to decode a 1080p H265 video file and discard the output using fakesink.,gst-launch-1.0 filesrc location=sample_1080p_12bit_p016le_h265.mp4 ! qtdemux ! h265parse ! nvv4l2decoder ! fakesink
"Provide a gstreamer pipeline to decode a h265 video, re-encode it using nvv4l2h265enc, and store the output in an mp4 file.",gst-launch-1.0 filesrc location=sample_1080p_8bit_yuv444p_h265.mp4 ! qtdemux ! h265parse ! nvv4l2decoder ! nvv4l2h265enc ! h265parse ! qtmux ! filesink location=8bit_yuv444_encoded.mp4
"Provide a gstreamer pipeline to decode a 10-bit YUV444 H265 video, re-encode it using NV4L2 hardware encoder, and store the output in an MP4 file.",gst-launch-1.0 filesrc location=sample_1080p_10bit_yuv444p_h265.mp4 ! qtdemux ! h265parse ! nvv4l2decoder ! nvv4l2h265enc ! h265parse ! qtmux ! filesink location=10bit_yuv444_encoded.mp4
"Provide gstreamer pipeline to decode a 1080p 12-bit YUV444 H265 video and re-encode it to the same format, then mux and store it in an mp4 file.",gst-launch-1.0 filesrc location=sample_1080p_12bit_yuv444p_h265.mp4 ! qtdemux ! h265parse ! nvv4l2decoder ! nvv4l2h265enc ! h265parse ! qtmux ! filesink location=12bit_yuv444_encoded.mp4
Provide gstreamer pipeline to check the availability of live src,gst-launch-1.0 rtspsrc location=rtsp://<camera-ip>:<port>/ latency=100 ! queue ! rtph264depay ! h264parse ! nvv4l2decoder ! fakesink
Provide gstreamer pipeline to dump rtsp stream to mp4 using filesink,gst-launch-1.0 rtspsrc location=rtsp://<rtsp-server>:<port>/stream ! decodebin ! queue ! nvvideoconvert ! nvv4l2h264enc ! h264parse ! qtmux ! filesink location=out.mp4
"Provide a GStreamer pipeline command using nvvideotestsrc with 300 buffers of raw video at 30 fps, processed through identity and rendered with nveglglessink.","gst-launch-1.0 nvvideotestsrc num-buffers=300 is-live=1 ! 'video/x-raw(memory:NVMM),framerate=30/1' ! identity silent=0 ! nveglglessink"
"Generate a GStreamer pipeline to decode a video file, convert it to RGBA format, and save the output to a file","gst-launch-1.0 uridecodebin uri=file:///opt/nvidia/deepstream/deepstream/samples/streams/sample_1080p_h264.mp4 ! nvvideoconvert ! 'video/x-raw, format=RGBA, width=1920, height=1080' ! filesink location=RGBA_Output.rgba"
"Generate a GStreamer pipeline to read an RGBA file, set video properties, and display it","gst-launch-1.0 nvvideotestsrc location=RGBA_Output.rgba ! 'video/x-raw(memory:NVMM),framerate=30/1,width=1920,height=1080,format=RGBA' ! queue ! nveglglessink"
"Generate a GStreamer pipeline to read an RGBA file in a loop, set video properties, and display it","gst-launch-1.0 nvvideotestsrc num-buffers=300 location=RGBA_Output.rgba file-loop=true is-live=1 max-jitter=100 ! 'video/x-raw(memory:NVMM),framerate=30/1,width=1920,height=1080,format=RGBA' ! queue ! nveglglessink"
"Generate a GStreamer pipeline to read an RGBA file in a loop with fixed jitter, set video properties, and display it","gst-launch-1.0 nvvideotestsrc num-buffers=300 location=RGBA_Output.rgba file-loop=true is-live=1 fixed-jitter=""40;55;100;0;0"" ! 'video/x-raw(memory:NVMM),framerate=30/1,width=1920,height=1080,format=RGBA' ! queue ! nveglglessink"
"Generate a GStreamer pipeline to decode a video file, convert it to I420 format, and save the output to a file.","gst-launch-1.0 uridecodebin uri=file:///opt/nvidia/deepstream/deepstream/samples/streams/sample_720p.mp4 ! nvvideoconvert ! 'video/x-raw, format=I420, width=1280, height=720' ! filesink location=I420_Output.i420"
"Generate a GStreamer pipeline to read an I420 file, set video properties, perform inference, and display it","gst-launch-1.0 nvvideotestsrc location=I420_Output.i420 ! 'video/x-raw(memory:NVMM),framerate=30/1,width=1280,height=720,format=I420' ! m.sink_0 nvstreammux name=m width=1280 height=720 batch-size=1 ! queue ! nvvideoconvert ! nvinfer config-file-path=/opt/nvidia/deepstream/deepstream/samples/configs/deepstream-app/config_infer_primary.txt ! nvmultistreamtiler ! nvvideoconvert ! nvdsosd ! nveglglessink"
"Generate a GStreamer pipeline to decode a video file, convert it to NV12 format, and save the output to a file","gst-launch-1.0 uridecodebin uri=file:///opt/nvidia/deepstream/deepstream/samples/streams/sample_720p.mp4 ! nvvideoconvert ! 'video/x-raw, format=NV12, width=1280, height=720' ! filesink location=NV12_Output.nv12"
"Generate a GStreamer pipeline to read an NV12 file, set video properties, perform inference and tracking, and display it","gst-launch-1.0 nvvideotestsrc location=NV12_Output.nv12 ! 'video/x-raw(memory:NVMM),framerate=30/1,width=1280,height=720,format=NV12' ! m.sink_0 nvstreammux name=m width=1280 height=720 batch-size=1 ! queue ! nvvideoconvert ! nvinfer config-file-path=/opt/nvidia/deepstream/deepstream/samples/configs/deepstream-app/config_infer_primary.txt ! nvtracker ll-lib-file=/opt/nvidia/deepstream/deepstream/lib/libnvds_nvmultiobjecttracker.so ll-config-file=/opt/nvidia/deepstream/deepstream/samples/configs/deepstream-app/config_tracker_NvDCF_perf.yml tracker-width=640 tracker-height=384 ! nvmultistreamtiler ! nvvideoconvert ! nvdsosd ! nveglglessink"
Provide a gstreamer pipeline that displays the primary detection/inference on a single stream,gst-launch-1.0 filesrc location=/opt/nvidia/deepstream/deepstream/samples/streams/sample_1080p_h264.mp4 ! qtdemux ! h264parse ! nvv4l2decoder ! m.sink_0 nvstreammux name=m batch-size=1 width=1920 height=1080 ! nvinfer config-file-path=/opt/nvidia/deepstream/deepstream/samples/configs/deepstream-app/config_infer_primary.txt batch-size=1 unique-id=1 interval=0 ! nvmultistreamtiler rows=1 columns=1 width=1280 height=720 gpu-id=0 nvbuf-memory-type=0 ! nvvideoconvert ! nvdsosd ! nveglglessink
Provide a gstreamer pipeline that stores/saves/encode the primary detection/inference on a single stream,gst-launch-1.0 filesrc location=/opt/nvidia/deepstream/deepstream/samples/streams/sample_1080p_h264.mp4 ! qtdemux ! h264parse ! nvv4l2decoder ! m.sink_0 nvstreammux name=m batch-size=1 width=1920 height=1080 ! nvinfer config-file-path=/opt/nvidia/deepstream/deepstream/samples/configs/deepstream-app/config_infer_primary.txt batch-size=1 unique-id=1 interval=0 ! nvmultistreamtiler rows=1 columns=1 width=1280 height=720 gpu-id=0 nvbuf-memory-type=0 ! nvvideoconvert ! nvdsosd ! nvvideoconvert ! nvv4l2h264enc ! h264parse ! qtmux ! filesink location=out.mp4
Provide a gstreamer pipeline that displays the primary detection/inference on 2 stream,gst-launch-1.0 filesrc location=/opt/nvidia/deepstream/deepstream/samples/streams/sample_1080p_h264.mp4 ! qtdemux ! h264parse ! nvv4l2decoder ! m.sink_0 nvstreammux name=m batch-size=2 width=1920 height=1080 ! nvinfer config-file-path=/opt/nvidia/deepstream/deepstream/samples/configs/deepstream-app/config_infer_primary.txt batch-size=2 unique-id=1 interval=0 ! nvmultistreamtiler rows=1 columns=2 width=1280 height=720 gpu-id=0 nvbuf-memory-type=0 ! nvvideoconvert ! nvdsosd ! nveglglessink filesrc location=/opt/nvidia/deepstream/deepstream/samples/streams/sample_1080p_h264.mp4 ! qtdemux ! h264parse ! nvv4l2decoder ! m.sink_1
Provide a gstreamer pipeline that stores/save/encode the primary detection/inference on 2 stream,gst-launch-1.0 filesrc location=/opt/nvidia/deepstream/deepstream/samples/streams/sample_1080p_h264.mp4 ! qtdemux ! h264parse ! nvv4l2decoder ! m.sink_0 nvstreammux name=m batch-size=2 width=1920 height=1080 ! nvinfer config-file-path=/opt/nvidia/deepstream/deepstream/samples/configs/deepstream-app/config_infer_primary.txt batch-size=2 unique-id=1 interval=0 ! nvmultistreamtiler rows=1 columns=2 width=1280 height=720 gpu-id=0 nvbuf-memory-type=0 ! nvvideoconvert ! nvdsosd ! nvv4l2h264enc ! h264parse ! qtmux ! filesink location=out.mp4 filesrc location=/opt/nvidia/deepstream/deepstream/samples/streams/sample_1080p_h264.mp4 ! qtdemux ! h264parse ! nvv4l2decoder ! m.sink_1
Provide a gstreamer pipeline that displays the primary detection/inference on 4 stream,gst-launch-1.0 filesrc location=/opt/nvidia/deepstream/deepstream/samples/streams/sample_1080p_h264.mp4 ! qtdemux ! h264parse ! nvv4l2decoder ! m.sink_0 nvstreammux name=m batch-size=4 width=1920 height=1080 ! nvinfer config-file-path=/opt/nvidia/deepstream/deepstream/samples/configs/deepstream-app/config_infer_primary.txt batch-size=4 unique-id=1 interval=0 ! nvmultistreamtiler rows=2 columns=2 width=1280 height=720 gpu-id=0 nvbuf-memory-type=0 ! nvvideoconvert ! nvdsosd ! nveglglessink filesrc location=/opt/nvidia/deepstream/deepstream/samples/streams/sample_1080p_h264.mp4 ! qtdemux ! h264parse ! nvv4l2decoder ! m.sink_1 filesrc location=/opt/nvidia/deepstream/deepstream/samples/streams/sample_1080p_h264.mp4 ! qtdemux ! h264parse ! nvv4l2decoder ! m.sink_2 filesrc location=/opt/nvidia/deepstream/deepstream/samples/streams/sample_1080p_h264.mp4 ! qtdemux ! h264parse ! nvv4l2decoder ! m.sink_3
Provide a gstreamer pipeline that stores/save/encode the primary detection/inference on 4 stream,gst-launch-1.0 filesrc location=/opt/nvidia/deepstream/deepstream/samples/streams/sample_1080p_h264.mp4 ! qtdemux ! h264parse ! nvv4l2decoder ! m.sink_0 nvstreammux name=m batch-size=4 width=1920 height=1080 ! nvinfer config-file-path=/opt/nvidia/deepstream/deepstream/samples/configs/deepstream-app/config_infer_primary.txt batch-size=2 unique-id=1 interval=0 ! nvmultistreamtiler rows=2 columns=2 width=1280 height=720 gpu-id=0 nvbuf-memory-type=0 ! nvvideoconvert ! nvdsosd ! nvv4l2h264enc ! h264parse ! qtmux ! filesink location=out.mp4 filesrc location=/opt/nvidia/deepstream/deepstream/samples/streams/sample_1080p_h264.mp4 ! qtdemux ! h264parse ! nvv4l2decoder ! m.sink_1 filesrc location=/opt/nvidia/deepstream/deepstream/samples/streams/sample_1080p_h264.mp4 ! qtdemux ! h264parse ! nvv4l2decoder ! m.sink_2 filesrc location=/opt/nvidia/deepstream/deepstream/samples/streams/sample_1080p_h264.mp4 ! qtdemux ! h264parse ! nvv4l2decoder ! m.sink_3
Provide a gstreamer pipeline that displays the primary and secondary detection/inference on a single stream,gst-launch-1.0 filesrc location=/opt/nvidia/deepstream/deepstream/samples/streams/sample_1080p_h264.mp4 ! qtdemux ! h264parse ! nvv4l2decoder ! m.sink_0 nvstreammux name=m batch-size=1 width=1920 height=1080 ! nvinfer config-file-path=/opt/nvidia/deepstream/deepstream/samples/configs/deepstream-app/config_infer_primary.txt batch-size=1 unique-id=1 ! nvinfer config-file-path=/opt/nvidia/deepstream/deepstream/samples/configs/deepstream-app/config_infer_secondary_vehiclemake.txt batch-size=16 unique-id=2 infer-on-gie-id=1 ! nvmultistreamtiler rows=1 columns=1 width=1280 height=720 gpu-id=0 nvbuf-memory-type=0 ! nvvideoconvert ! nvdsosd ! nveglglessink
Provide a gstreamer pipeline that stores/saves/encode the primary and secondary detection/inference on a single stream,gst-launch-1.0 filesrc location=/opt/nvidia/deepstream/deepstream/samples/streams/sample_1080p_h264.mp4 ! qtdemux ! h264parse ! nvv4l2decoder ! m.sink_0 nvstreammux name=m batch-size=1 width=1920 height=1080 ! nvinfer config-file-path=/opt/nvidia/deepstream/deepstream/samples/configs/deepstream-app/config_infer_primary.txt batch-size=1 unique-id=1 ! nvinfer config-file-path=/opt/nvidia/deepstream/deepstream/samples/configs/deepstream-app/config_infer_secondary_vehiclemake.txt batch-size=16 unique-id=2 infer-on-gie-id=1 ! nvmultistreamtiler rows=1 columns=1 width=1280 height=720 gpu-id=0 nvbuf-memory-type=0 ! nvvideoconvert ! nvdsosd ! nvvideoconvert ! nvv4l2h264enc ! h264parse ! qtmux ! filesink location=out.mp4
Provide a gstreamer pipeline that displays the primary and secondary detection/inference on 2 stream,gst-launch-1.0 filesrc location=/opt/nvidia/deepstream/deepstream/samples/streams/sample_1080p_h264.mp4 ! qtdemux ! h264parse ! nvv4l2decoder ! m.sink_0 nvstreammux name=m batch-size=2 width=1920 height=1080 ! nvinfer config-file-path=/opt/nvidia/deepstream/deepstream/samples/configs/deepstream-app/config_infer_primary.txt batch-size=2 unique-id=1 ! nvinfer config-file-path=/opt/nvidia/deepstream/deepstream/samples/configs/deepstream-app/config_infer_secondary_vehiclemake.txt batch-size=16 unique-id=2 infer-on-gie-id=1 ! nvmultistreamtiler rows=1 columns=2 width=1280 height=720 gpu-id=0 nvbuf-memory-type=0 ! nvvideoconvert ! nvdsosd ! nveglglessink filesrc location=/opt/nvidia/deepstream/deepstream/samples/streams/sample_1080p_h264.mp4 ! qtdemux ! h264parse ! nvv4l2decoder ! m.sink_1
Provide a gstreamer pipeline that stores/save/encode the primary and secondary detection/inference on 2 stream,gst-launch-1.0 filesrc location=/opt/nvidia/deepstream/deepstream/samples/streams/sample_1080p_h264.mp4 ! qtdemux ! h264parse ! nvv4l2decoder ! m.sink_0 nvstreammux name=m batch-size=2 width=1920 height=1080 ! nvinfer config-file-path=/opt/nvidia/deepstream/deepstream/samples/configs/deepstream-app/config_infer_primary.txt batch-size=2 unique-id=1 ! nvinfer config-file-path=/opt/nvidia/deepstream/deepstream/samples/configs/deepstream-app/config_infer_secondary_vehiclemake.txt batch-size=16 unique-id=2 infer-on-gie-id=1 ! nvmultistreamtiler rows=1 columns=2 width=1280 height=720 gpu-id=0 nvbuf-memory-type=0 ! nvvideoconvert ! nvdsosd ! nvv4l2h264enc ! h264parse ! qtmux ! filesink location=out.mp4 filesrc location=/opt/nvidia/deepstream/deepstream/samples/streams/sample_1080p_h264.mp4 ! qtdemux ! h264parse ! nvv4l2decoder ! m.sink_1
Provide a gstreamer pipeline that displays the primary and secondary detection/inference on 4 stream,gst-launch-1.0 filesrc location=/opt/nvidia/deepstream/deepstream/samples/streams/sample_1080p_h264.mp4 ! qtdemux ! h264parse ! nvv4l2decoder ! m.sink_0 nvstreammux name=m batch-size=4 width=1920 height=1080 ! nvinfer config-file-path=/opt/nvidia/deepstream/deepstream/samples/configs/deepstream-app/config_infer_primary.txt batch-size=4 unique-id=1 ! nvinfer config-file-path=/opt/nvidia/deepstream/deepstream/samples/configs/deepstream-app/config_infer_secondary_vehiclemake.txt batch-size=16 unique-id=2 infer-on-gie-id=1 ! nvmultistreamtiler rows=2 columns=2 width=1280 height=720 gpu-id=0 nvbuf-memory-type=0 ! nvvideoconvert ! nvdsosd ! nveglglessink filesrc location=/opt/nvidia/deepstream/deepstream/samples/streams/sample_1080p_h264.mp4 ! qtdemux ! h264parse ! nvv4l2decoder ! m.sink_1 filesrc location=/opt/nvidia/deepstream/deepstream/samples/streams/sample_1080p_h264.mp4 ! qtdemux ! h264parse ! nvv4l2decoder ! m.sink_2 filesrc location=/opt/nvidia/deepstream/deepstream/samples/streams/sample_1080p_h264.mp4 ! qtdemux ! h264parse ! nvv4l2decoder ! m.sink_3
Provide a gstreamer pipeline that stores/save/encode the primary and secondary detection/inference on 4 stream,gst-launch-1.0 filesrc location=/opt/nvidia/deepstream/deepstream/samples/streams/sample_1080p_h264.mp4 ! qtdemux ! h264parse ! nvv4l2decoder ! m.sink_0 nvstreammux name=m batch-size=4 width=1920 height=1080 ! nvinfer config-file-path=/opt/nvidia/deepstream/deepstream/samples/configs/deepstream-app/config_infer_primary.txt batch-size=4 unique-id=1 ! nvinfer config-file-path=/opt/nvidia/deepstream/deepstream/samples/configs/deepstream-app/config_infer_secondary_vehiclemake.txt batch-size=16 unique-id=2 infer-on-gie-id=1 ! nvmultistreamtiler rows=2 columns=2 width=1280 height=720 gpu-id=0 nvbuf-memory-type=0 ! nvvideoconvert ! nvdsosd ! nvv4l2h264enc ! h264parse ! qtmux ! filesink location=out.mp4 filesrc location=/opt/nvidia/deepstream/deepstream/samples/streams/sample_1080p_h264.mp4 ! qtdemux ! h264parse ! nvv4l2decoder ! m.sink_1 filesrc location=/opt/nvidia/deepstream/deepstream/samples/streams/sample_1080p_h264.mp4 ! qtdemux ! h264parse ! nvv4l2decoder ! m.sink_2 filesrc location=/opt/nvidia/deepstream/deepstream/samples/streams/sample_1080p_h264.mp4 ! qtdemux ! h264parse ! nvv4l2decoder ! m.sink_3
Provide a gstreamer pipeline that displays the primary and secondary detection/inference with tracker on a single stream,gst-launch-1.0 filesrc location=/opt/nvidia/deepstream/deepstream/samples/streams/sample_1080p_h264.mp4 ! qtdemux ! h264parse ! nvv4l2decoder ! m.sink_0 nvstreammux name=m batch-size=1 width=1920 height=1080 ! nvinfer config-file-path=/opt/nvidia/deepstream/deepstream/samples/configs/deepstream-app/config_infer_primary.txt batch-size=1 unique-id=1 interval=0 ! nvtracker ll-lib-file=/opt/nvidia/deepstream/deepstream/lib/libnvds_nvmultiobjecttracker.so gpu-id=0 ! nvinfer config-file-path=/opt/nvidia/deepstream/deepstream/samples/configs/deepstream-app/config_infer_secondary_vehiclemake.txt batch-size=16 unique-id=2 infer-on-gie-id=1 ! nvmultistreamtiler rows=1 columns=1 width=1280 height=720 gpu-id=0 nvbuf-memory-type=0 ! nvvideoconvert ! nvdsosd ! nveglglessink
Provide a gstreamer pipeline that stores/saves/encode the primary and secondary detection/inference with tracker on a single stream,gst-launch-1.0 filesrc location=/opt/nvidia/deepstream/deepstream/samples/streams/sample_1080p_h264.mp4 ! qtdemux ! h264parse ! nvv4l2decoder ! m.sink_0 nvstreammux name=m batch-size=1 width=1920 height=1080 ! nvinfer config-file-path=/opt/nvidia/deepstream/deepstream/samples/configs/deepstream-app/config_infer_primary.txt batch-size=1 unique-id=1 interval=0 ! nvtracker ll-lib-file=/opt/nvidia/deepstream/deepstream/lib/libnvds_nvmultiobjecttracker.so gpu-id=0 ! nvinfer config-file-path=/opt/nvidia/deepstream/deepstream/samples/configs/deepstream-app/config_infer_secondary_vehiclemake.txt batch-size=16 unique-id=2 infer-on-gie-id=1 ! nvmultistreamtiler rows=1 columns=1 width=1280 height=720 gpu-id=0 nvbuf-memory-type=0 ! nvvideoconvert ! nvdsosd ! nvvideoconvert ! nvv4l2h264enc ! h264parse ! qtmux ! filesink location=out.mp4
Provide a gstreamer pipeline that displays the primary and secondary detection/inference with tracker on 2 stream,gst-launch-1.0 filesrc location=/opt/nvidia/deepstream/deepstream/samples/streams/sample_1080p_h264.mp4 ! qtdemux ! h264parse ! nvv4l2decoder ! m.sink_0 nvstreammux name=m batch-size=2 width=1920 height=1080 ! nvinfer config-file-path=/opt/nvidia/deepstream/deepstream/samples/configs/deepstream-app/config_infer_primary.txt batch-size=2 unique-id=1 interval=0 ! nvtracker ll-lib-file=/opt/nvidia/deepstream/deepstream/lib/libnvds_nvmultiobjecttracker.so gpu-id=0 ! nvinfer config-file-path=/opt/nvidia/deepstream/deepstream/samples/configs/deepstream-app/config_infer_secondary_vehiclemake.txt batch-size=16 unique-id=2 infer-on-gie-id=1 ! nvmultistreamtiler rows=1 columns=2 width=1280 height=720 gpu-id=0 nvbuf-memory-type=0 ! nvvideoconvert ! nvdsosd ! nveglglessink filesrc location=/opt/nvidia/deepstream/deepstream/samples/streams/sample_1080p_h264.mp4 ! qtdemux ! h264parse ! nvv4l2decoder ! m.sink_1
Provide a gstreamer pipeline that stores/save/encode the primary and secondary detection/inference with tracker on 2 stream,gst-launch-1.0 filesrc location=/opt/nvidia/deepstream/deepstream/samples/streams/sample_1080p_h264.mp4 ! qtdemux ! h264parse ! nvv4l2decoder ! m.sink_0 nvstreammux name=m batch-size=2 width=1920 height=1080 ! nvinfer config-file-path=/opt/nvidia/deepstream/deepstream/samples/configs/deepstream-app/config_infer_primary.txt batch-size=2 unique-id=1 interval=0 ! nvtracker ll-lib-file=/opt/nvidia/deepstream/deepstream/lib/libnvds_nvmultiobjecttracker.so gpu-id=0 ! nvinfer config-file-path=/opt/nvidia/deepstream/deepstream/samples/configs/deepstream-app/config_infer_secondary_vehiclemake.txt batch-size=16 unique-id=2 infer-on-gie-id=1 ! nvmultistreamtiler rows=1 columns=2 width=1280 height=720 gpu-id=0 nvbuf-memory-type=0 ! nvvideoconvert ! nvdsosd ! nvv4l2h264enc ! h264parse ! qtmux ! filesink location=out.mp4 filesrc location=/opt/nvidia/deepstream/deepstream/samples/streams/sample_1080p_h264.mp4 ! qtdemux ! h264parse ! nvv4l2decoder ! m.sink_1
Provide a gstreamer pipeline that displays the primary and secondary detection/inference with tracker on 4 stream,gst-launch-1.0 filesrc location=/opt/nvidia/deepstream/deepstream/samples/streams/sample_1080p_h264.mp4 ! qtdemux ! h264parse ! nvv4l2decoder ! m.sink_0 nvstreammux name=m batch-size=4 width=1920 height=1080 ! nvinfer config-file-path=/opt/nvidia/deepstream/deepstream/samples/configs/deepstream-app/config_infer_primary.txt batch-size=4 unique-id=1 interval=0 ! nvtracker ll-lib-file=/opt/nvidia/deepstream/deepstream/lib/libnvds_nvmultiobjecttracker.so gpu-id=0 ! nvinfer config-file-path=/opt/nvidia/deepstream/deepstream/samples/configs/deepstream-app/config_infer_secondary_vehiclemake.txt batch-size=16 unique-id=2 infer-on-gie-id=1 ! nvmultistreamtiler rows=2 columns=2 width=1280 height=720 gpu-id=0 nvbuf-memory-type=0 ! nvvideoconvert ! nvdsosd ! nveglglessink filesrc location=/opt/nvidia/deepstream/deepstream/samples/streams/sample_1080p_h264.mp4 ! qtdemux ! h264parse ! nvv4l2decoder ! m.sink_1 filesrc location=/opt/nvidia/deepstream/deepstream/samples/streams/sample_1080p_h264.mp4 ! qtdemux ! h264parse ! nvv4l2decoder ! m.sink_2 filesrc location=/opt/nvidia/deepstream/deepstream/samples/streams/sample_1080p_h264.mp4 ! qtdemux ! h264parse ! nvv4l2decoder ! m.sink_3
Provide a gstreamer pipeline that stores/save/encode the primary and secondary detection/inference with tracker on 4 stream,gst-launch-1.0 filesrc location=/opt/nvidia/deepstream/deepstream/samples/streams/sample_1080p_h264.mp4 ! qtdemux ! h264parse ! nvv4l2decoder ! m.sink_0 nvstreammux name=m batch-size=4 width=1920 height=1080 ! nvinfer config-file-path=/opt/nvidia/deepstream/deepstream/samples/configs/deepstream-app/config_infer_primary.txt batch-size=4 unique-id=1 interval=0 ! nvtracker ll-lib-file=/opt/nvidia/deepstream/deepstream/lib/libnvds_nvmultiobjecttracker.so gpu-id=0 ! nvinfer config-file-path=/opt/nvidia/deepstream/deepstream/samples/configs/deepstream-app/config_infer_secondary_vehiclemake.txt batch-size=16 unique-id=2 infer-on-gie-id=1 ! nvmultistreamtiler rows=2 columns=2 width=1280 height=720 gpu-id=0 nvbuf-memory-type=0 ! nvvideoconvert ! nvdsosd ! nvv4l2h264enc ! h264parse ! qtmux ! filesink location=out.mp4 filesrc location=/opt/nvidia/deepstream/deepstream/samples/streams/sample_1080p_h264.mp4 ! qtdemux ! h264parse ! nvv4l2decoder ! m.sink_1 filesrc location=/opt/nvidia/deepstream/deepstream/samples/streams/sample_1080p_h264.mp4 ! qtdemux ! h264parse ! nvv4l2decoder ! m.sink_2 filesrc location=/opt/nvidia/deepstream/deepstream/samples/streams/sample_1080p_h264.mp4 ! qtdemux ! h264parse ! nvv4l2decoder ! m.sink_3
